date, pm25, pm10, o3, no2, so2, co, psi,total
01-06-21,45,25,10, , ,2, ,82
02-06-21,41,29,13, ,1,2, ,86
03-06-21,50,25,12, ,2,2, ,91
04-06-21,37,28,13, ,1,2, ,81
05-06-21,59,34,5, ,2,3, ,103
06-06-21,76, , , , , , ,76
01-05-21,50,23,25, ,1,2, ,101
02-05-21,33,25,23, ,1,2, ,84
03-05-21,39,27,26, ,1,3, ,96
04-05-21,51,27,20, ,1,3, ,102
05-05-21,42,27,16, ,1,3, ,89
06-05-21,53,34,19, ,1,3, ,110
07-05-21,55,28,25, ,1,2, ,111
08-05-21,48,29,29, ,1,2, ,109
09-05-21,50,32,20, ,1,2, ,105
10-05-21,47,24,14, ,1,1, ,87
11-05-21,35,26,17, ,1,2, ,81
12-05-21,52,40,14, ,1,3, ,110
13-05-21,77,27,11, ,2,1, ,118
14-05-21,41,27,29, ,3,2, ,102
15-05-21,43,26,24, ,4,2, ,99
16-05-21,35,21,8, ,1,1, ,66
17-05-21,40,26,11, ,1,2, ,80
18-05-21,38,23,9, ,1,2, ,73
19-05-21,43,32,20, ,2,4, ,101
20-05-21,64,26,11, ,1,3, ,105
21-05-21,37,31,11, ,1,4, ,84
22-05-21,50,28,21, ,2,2, ,103
23-05-21,46,26,18, ,2,2, ,94
24-05-21,47,25,18, ,1,1, ,92
25-05-21,37,25,18, ,2,1, ,83
26-05-21,37,25,11, ,1,2, ,76
27-05-21,44,33,23, ,1,2, ,103
28-05-21,64,31,13, ,2,2, ,112
29-05-21,52,25,20, ,2,1, ,100
30-05-21,39,25,12, ,1,2, ,79
31-05-21,43,24,14, ,1,1, ,83
01-04-21,32,27,38, ,3,2, ,102
02-04-21,51,29,30, ,3,2, ,115
03-04-21,56,29,24, ,3,2, ,114
04-04-21,43,30,16, ,2,3, ,94
05-04-21,52,30,15, ,2,4, ,103
06-04-21,46,29,22, ,2,2, ,101
07-04-21,36,27,39, ,3,2, ,107
08-04-21,49,31,19, ,3,2, ,104
09-04-21,51,35,24, ,2,3, ,115
10-04-21,63,41,23, ,1,2, ,130
11-04-21,73,37,29, ,1,2, ,142
12-04-21,63,34,18, ,1,2, ,118
13-04-21,60,32,36, ,1,3, ,132
14-04-21,55,31,20, ,1,3, ,110
15-04-21,57,33,16, ,1,4, ,111
16-04-21,64,35,14, ,1,4, ,118
17-04-21,51,27,39, ,2,4, ,123
18-04-21,69,35,20, ,2,4, ,130
19-04-21,64,36,41, ,3,4, ,148
20-04-21,74,30,20, ,1,2, ,127
21-04-21,46,35,2, ,1,3, ,87
22-04-21,58,23, , ,1,2, ,84
23-04-21,31,23, , ,2,2, ,58
24-04-21,36,27,20, ,2,2, ,87
25-04-21,49,30,10, ,1,3, ,93
26-04-21,58,35,11, ,1,5, ,110
27-04-21,71,37,19, ,1,4, ,132
28-04-21,69,32,13, ,1,4, ,119
29-04-21,52,33,15, ,1,4, ,105
30-04-21,64,32,23, ,1,4, ,124
01-03-21,87,42,26, ,2,3, ,160
02-03-21,70,32,19, ,2,2, ,125
03-03-21,53,29,14, ,2,2, ,100
04-03-21,51,34,14, ,2,2, ,103
05-03-21,44,32,13, ,2,2, ,93
06-03-21,49,32,8, ,2,3, ,94
07-03-21,62,23,17, ,2,3, ,107
08-03-21,41,29,19, ,2,2, ,93
09-03-21,49,32,22, ,3,2, ,108
10-03-21,55,30,18, ,2,2, ,107
11-03-21,42,25,13, ,2,2, ,84
12-03-21,34,24,14, ,2,2, ,76
13-03-21,40,26,15, ,2,2, ,85
14-03-21,44,35,14, ,2,2, ,97
15-03-21,52,37,20, ,2,2, ,113
16-03-21,53,35,19, ,2,2, ,111
17-03-21,52,34,20, ,2,3, ,111
18-03-21,52,35,27, ,2,3, ,119
19-03-21,59,35,21, ,2,2, ,119
20-03-21,53,38,22, ,2,3, ,118
21-03-21,53,28,15, ,2,2, ,100
22-03-21,42,28,13, ,2,2, ,87
23-03-21,40,23,8, ,2,2, ,75
24-03-21,31,22,8, ,2,2, ,65
25-03-21,39,24,20, ,2,2, ,87
26-03-21,31,26,8, ,3, , ,68
27-03-21,42,35,66, ,3,3, ,149
28-03-21,61,30,16, ,3,2, ,112
29-03-21,44,30,23, ,3,3, ,103
30-03-21,59,32,17, , ,2, ,110
31-03-21,40,27,20, ,3,1, ,91
01-02-21,43,34,19, ,2,3, ,101
02-02-21,38,32,24, ,2,3, ,99
03-02-21,41,34,20, ,2, , ,97
04-02-21,39,31,16, ,2, , ,88
05-02-21,41,36,20, ,2,3, ,102
06-02-21,44,32,17, ,2,3, ,98
07-02-21,38,27,14, ,2, , ,81
08-02-21,35,29,17, ,2,4, ,87
09-02-21,39,31,13, ,2,3, ,88
10-02-21,44,29,15, ,2,3, ,93
11-02-21,38,26,19, ,2,4, ,89
12-02-21,35,28,24, ,2,4, ,93
13-02-21,47,34,26, ,2,4, ,113
14-02-21,60,36,30, ,2,4, ,132
15-02-21,62,42,34, ,2,4, ,144
16-02-21,80,40,32, ,2,3, ,157
17-02-21,62,33,27, ,2,3, ,127
18-02-21,42,32,22, ,2,3, ,101
19-02-21,46,38,20, ,2,3, ,109
20-02-21,51,40,24, ,2,3, ,120
21-02-21,53,38,25, ,2,3, ,121
22-02-21,50,34,30, ,2,3, ,119
23-02-21,54,39,33, ,2,3, ,131
24-02-21,62,41,39, ,2,4, ,148
25-02-21,75,43,60, ,3,3, ,184
26-02-21,74,44,58, ,3,3, ,182
27-02-21,79,47,45, ,3, , ,174
28-02-21,75,42,36, ,2,3, ,158
04-01-21,28,19,10, ,2,3, ,62
05-01-21,27,21,7, ,2,3, ,60
06-01-21,28,20,4, ,2,4, ,58
07-01-21,26,23,5, ,2,3, ,59
08-01-21,34,28,9, ,2,3, ,76
09-01-21,29,20,12, ,2,4, ,67
10-01-21,19,19,16, ,2,3, ,59
11-01-21,30,26,17, ,2,3, ,78
12-01-21,32,27,18, ,2,3, ,82
13-01-21,33,29,21, ,2, , ,85
14-01-21,43,36,26, ,2,4, ,111
15-01-21,58,35,21, ,2,3, ,119
16-01-21,52,32,18, ,2,2, ,106
17-01-21,40,35,24, ,2, , ,101
18-01-21,48,42,20, ,2,2, ,114
19-01-21,53,40,23, ,2,3, ,121
20-01-21,54,37,28, ,2,3, ,124
21-01-21,61,32,16, ,2,3, ,114
22-01-21,45,32,17, ,1,4, ,99
23-01-21,49,23,20, ,1,3, ,96
24-01-21,30,25,15, ,1,3, ,74
25-01-21,30,25,17, ,1,3, ,76
26-01-21,35,24,14, ,1, , ,74
27-01-21,33,23,10, ,1,3, ,70
28-01-21,36,29,15, ,2,3, ,85
29-01-21,37,33,20, ,2,3, ,95
30-01-21,50,34,21, ,2,4, ,111
31-01-21,44,33,20, ,2,4, ,103
01-10-20,38,26,17, ,2,3, ,86
02-10-20,51,27,15, ,2,2, ,97
03-10-20,28,22,24, ,2,3, ,79
04-10-20,50,33,25, ,2,4, ,114
05-10-20,66,31,23, ,2,3, ,125
06-10-20,60,27,23, ,2,2, ,114
07-10-20,39,21,16, ,2,2, ,80
08-10-20,26,21,14, ,2,2, ,65
09-10-20,38,23,12, ,2,3, ,78
10-10-20,41,23,16, ,2,3, ,85
11-10-20,31,18,16, ,2,3, ,70
12-10-20,33,24,25, ,2,3, ,87
13-10-20,44,31,21, ,2,3, ,101
14-10-20,60,29,28, ,2,3, ,122
15-10-20,51,30,21, ,2,3, ,107
16-10-20,53,33,18, ,2,4, ,110
17-10-20,74,31,17, ,2,3, ,127
18-10-20,53,25,38, ,2, , ,118
19-10-20,50,27,12, ,2,4, ,95
20-10-20,59,36,30, ,2,4, ,131
21-10-20,74,29,16, ,2,3, ,124
22-10-20,32,24,19, ,2,3, ,80
23-10-20,48,31,15, ,2,4, ,100
24-10-20,57,26,13, ,2,3, ,101
25-10-20,34,24,10, ,2,3, ,73
26-10-20,44,27,17, ,4,2, ,94
27-10-20,46,30,3, ,6,2, ,87
28-10-20,56,29,12, ,1,2, ,100
29-10-20,48,27,13, ,1,2, ,91
30-10-20,46,27,24, ,1,2, ,100
31-10-20,46,28,21, ,1,3, ,99
01-11-20,47,24,19, ,2,2, ,94
02-11-20,39,25,13, ,2,4, ,83
03-11-20,50,25,5, ,1,3, ,84
04-11-20,36,27,43, ,1,4, ,111
05-11-20,56,27,18, ,2,3, ,106
06-11-20,43,23,7, ,1,3, ,77
07-11-20,43,26,14, ,1,4, ,88
08-11-20,49,27,17, ,1,4, ,98
09-11-20,50,29,14, ,1,3, ,97
10-11-20,52,38,19, ,2,5, ,116
11-11-20,60,26,23, ,1,2, ,112
12-11-20,34,26,23, ,1,3, ,87
13-11-20,48,27,19, ,1,4, ,99
14-11-20,44,26,15, ,1,3, ,89
15-11-20,41,21,18, ,1, , ,81
16-11-20,46,24,12, ,1,4, ,87
17-11-20,42,30,28, ,2,3, ,105
18-11-20,56,30,16, ,2,3, ,107
19-11-20,53,25,15, ,1,4, ,98
20-11-20,47,27,2, ,1,5, ,82
21-11-20,61,20,10, ,2,5, ,98
22-11-20,21,20,6, ,1,4, ,52
23-11-20,32,24,6, ,1,5, ,68
24-11-20,47,26,12, ,1,4, ,90
25-11-20,39,24,5, ,1,5, ,74
26-11-20,38,25,16, ,1,4, ,84
27-11-20,33,26,10, ,1,4, ,74
28-11-20,38,25,23, ,1,4, ,91
29-11-20,38,26,13, ,1,4, ,82
30-11-20,43,31,17, ,2,3, ,96
01-12-20,48,29,17, ,2,4, ,100
02-12-20,50,27,19, ,1,4, ,101
03-12-20,45,23,13, ,1,4, ,86
04-12-20,26,22,22, ,1, , ,71
05-12-20,39,28,25, ,1, , ,93
06-12-20,45,29,23, ,2,4, ,103
07-12-20,48,29,23, ,2,4, ,106
08-12-20,43,23,20, ,2,4, ,92
09-12-20,35,26,18, ,2,4, ,85
10-12-20,46,25,22, ,2,4, ,99
11-12-20,36,26,16, ,2,4, ,84
12-12-20,43,22,26, ,2,4, ,97
13-12-20,34,27,12, ,2,4, ,79
14-12-20,38,21,9, ,2,3, ,73
15-12-20,28,22,3, ,2,4, ,59
16-12-20,34,25,7, ,2,4, ,72
17-12-20,41,25,3, ,2,3, ,74
18-12-20,33,22,9, ,2,3, ,69
19-12-20,25,22,12, ,2,3, ,64
20-12-20,35,24,17, ,2,4, ,82
21-12-20,38,29,20, ,2,4, ,93
22-12-20,45,32,30, ,2,5, ,114
23-12-20,50,29,15, ,2,4, ,100
24-12-20,47,32,31, ,2,4, ,116
25-12-20,62,26,15, ,2,4, ,109
26-12-20,35,23,12, ,2,3, ,75
27-12-20,35,24,9, ,2,3, ,73
28-12-20,34,27,9, ,2,3, ,75
29-12-20,36,27,12, ,2,3, ,80
30-12-20,34,27,15, ,2,3, ,81
31-12-20,47,24,16, ,2,4, ,93
01-01-21,22,17,9, , ,4, ,52
02-01-21,19,16,3, , , , ,38
03-01-21,26,18,6, ,2,3, ,55
01-07-20,33,26,15, ,2,2, ,78
02-07-20,30,22,14, ,2,3, ,71
03-07-20,27,22,17, ,2,3, ,71
04-07-20,25,23,19, ,2,3, ,72
05-07-20,28,25,15, ,2,3, ,73
06-07-20,33,25,9, ,2,3, ,72
07-07-20,31,25,9, ,2,3, ,70
08-07-20,35,24,7, ,3,3, ,72
09-07-20,22,23,15, ,2,3, ,65
10-07-20,28,24,14, ,2,4, ,72
11-07-20,35,25,18, ,2,3, ,83
12-07-20,34,22,14, ,2,3, ,75
13-07-20,28,18,15, ,2,3, ,66
14-07-20,27,19,11, ,2,3, ,62
15-07-20,32,20,10, ,2,3, ,67
16-07-20,32,23,15, ,2,4, ,76
17-07-20,37,21,7, ,2,3, ,70
18-07-20,27,24,15, ,2,4, ,72
19-07-20,39,19,11, ,2,3, ,74
20-07-20,23,19,17, ,2, , ,61
21-07-20,32,21,5, ,2,4, ,64
22-07-20,31,24,10, ,2,3, ,70
23-07-20,38,23,8, ,2,3, ,74
24-07-20,35,21,7, ,2,3, ,68
25-07-20,28,23,11, ,2,3, ,67
26-07-20,39,30,8, ,2,4, ,83
27-07-20,50,27,11, ,2,4, ,94
28-07-20,41,28,10, ,2,4, ,85
29-07-20,59,36,14, ,3,5, ,117
30-07-20,67,32,18, ,2,3, ,122
31-07-20,53,32,20, ,3,4, ,112
01-08-20,61,35,23, ,3,4, ,126
02-08-20,69,32,23, ,3, , ,127
03-08-20,53,26,9, ,4,3, ,95
04-08-20,28,20,12, ,5, , ,65
05-08-20,32,23,13, ,3,4, ,75
06-08-20,37,24,16, ,3, , ,80
07-08-20,47,26,17, ,3,3, ,96
08-08-20,47,28,20, ,3,3, ,101
09-08-20,56,33,17, ,3,3, ,112
10-08-20,62,35,20, ,2,3, ,122
11-08-20,67,34,12, ,1,4, ,118
12-08-20,54,30,14, ,1,4, ,103
13-08-20,48,22,5, ,1,3, ,79
14-08-20,44,28,14, ,1,4, ,91
15-08-20,53,27,15, ,1,3, ,99
16-08-20,44,23,9, ,1,3, ,80
17-08-20,39,23,7, ,1,3, ,73
18-08-20,38,28,9, ,1,3, ,79
19-08-20,47,30,9, ,1,1, ,88
20-08-20,47,27,19, ,1,1, ,95
21-08-20,45,28,15, ,1,3, ,92
22-08-20,44,29,4, ,1,4, ,82
23-08-20,49,26,16, ,1,4, ,96
24-08-20,41,25,8, ,1,3, ,78
25-08-20,35,22,14, ,1,2, ,74
26-08-20,32,23,16, ,1,2, ,74
27-08-20,39,29,17, ,1,3, ,89
28-08-20,54,33,11, ,1,4, ,103
29-08-20,49,30,14, ,1,3, ,97
30-08-20,41,24,15, ,1,3, ,84
31-08-20,40,29,12, ,1, , ,82
01-09-20,44,28,12, ,1,3, ,88
02-09-20,44,27,7, ,1,4, ,83
03-09-20,50,23,10, ,1,3, ,87
04-09-20,33,26,4, ,1,4, ,68
05-09-20,47,22,12, ,1,3, ,85
06-09-20,39,26,16, ,1,4, ,86
07-09-20,47,28,12, ,1,2, ,90
08-09-20,42,24,11, ,1,3, ,81
09-09-20,40,27,20, ,1,5, ,93
10-09-20,45,22,13, ,3,3, ,86
11-09-20,35,22,6, ,1,3, ,67
12-09-20,39,27,6, ,1,4, ,77
13-09-20,52,28,6, ,3,4, ,93
14-09-20,51,29,21, ,4,4, ,109
15-09-20,56,27,14, ,5,3, ,105
16-09-20,42,26,36, ,3,3, ,110
17-09-20,48,27,29, ,1,3, ,108
18-09-20,49,28,30, ,1,3, ,111
19-09-20,37,25,30, ,3,3, ,98
20-09-20,50,23,17, ,1,3, ,94
21-09-20,37,22,23, ,2,3, ,87
22-09-20,41,32,24, ,2,3, ,102
23-09-20,50,25,27, ,1,2, ,105
24-09-20,37,28,29, ,1,2, ,97
25-09-20,49,25,13, ,2,2, ,91
26-09-20,31,21,16, ,2,3, ,73
27-09-20,39,25,15, ,1,3, ,83
28-09-20,43,25,7, ,1,3, ,79
29-09-20,35,25,16, ,2,2, ,80
30-09-20,39,25,13, ,2,3, ,82
01-04-20,54,21,20, ,2,4, ,101
02-04-20,50,20,13, ,2,5, ,90
03-04-20,40,20,13, ,2,4, ,79
04-04-20,50,23,16, ,2,4, ,95
05-04-20,49,23,13, ,2,4, ,91
06-04-20,55,17,25, ,2,3, ,102
07-04-20,34,17,21, ,2,3, ,77
08-04-20,47,19,25, ,2,3, ,96
09-04-20,50,21,30, ,2, , ,103
10-04-20,51,21,25, ,2,3, ,102
11-04-20,57,19,20, ,2,3, ,101
12-04-20,44,19,18, ,2,3, ,86
13-04-20,52,22,27, ,2,3, ,106
14-04-20,58,24,26, ,2,3, ,113
15-04-20,55,25,23, ,2,3, ,108
16-04-20,54,25,26, ,2,3, ,110
17-04-20,50,24,27, ,2,3, ,106
18-04-20,44,21,24, ,2,3, ,94
19-04-20,46,17,20, ,2,3, ,88
20-04-20,35,21,15, ,2,3, ,76
21-04-20,43,19,13, ,2,3, ,80
22-04-20,37,18,11, ,2,4, ,72
23-04-20,41,27,16, ,2,4, ,90
24-04-20,46,25,15, ,2,4, ,92
25-04-20,39,29,22, ,2,4, ,96
26-04-20,46,23,13, ,2,4, ,88
27-04-20,31,23,24, ,2,4, ,84
28-04-20,32,21,27, ,2,3, ,85
29-04-20,36,26,18, ,3,4, ,87
30-04-20,41,23,15, ,3,4, ,86
01-05-20,33,23,21, ,4,5, ,86
02-05-20,38,21,21, ,3,5, ,88
03-05-20,31,23,11, ,4,4, ,73
04-05-20,38,34,34, ,1,4, ,111
05-05-20,49,30,19, ,1,3, ,102
06-05-20,44,26,30, ,2,3, ,105
07-05-20,46,32,17, ,2,3, ,100
08-05-20,43,20,19, ,3,2, ,87
09-05-20,26,19,12, ,2,3, ,62
10-05-20,23,19,12, ,1,3, ,58
11-05-20,22,20,19, ,1, , ,62
12-05-20,26,23,19, ,2,3, ,73
13-05-20,31,29,29, ,3,3, ,95
14-05-20,49,34,19, ,2,3, ,107
15-05-20,47,24,12, ,2,3, ,88
16-05-20,30,21,12, ,3, , ,66
17-05-20,29,21,22, ,4,3, ,79
18-05-20,36,29,23, ,3,3, ,94
19-05-20,53,28,10, ,3,3, ,97
20-05-20,47,32,37, ,5,4, ,125
21-05-20,53,37,20, ,2,5, ,117
22-05-20,53,28,18, ,2,4, ,105
23-05-20,48,33,24, ,4,5, ,114
24-05-20,52,31,19, ,2,4, ,108
25-05-20,49,35,29, ,2,4, ,119
26-05-20,63,31,16, ,2,3, ,115
27-05-20,36,31,14, ,2,3, ,86
28-05-20,44,25,12, ,2,3, ,86
29-05-20,31,30,14, ,2,4, ,81
30-05-20,48,35,11, ,2,5, ,101
31-05-20,56,31,8, ,2,4, ,101
01-06-20,43,25,18, ,2,4, ,92
02-06-20,36,27,10, ,3,4, ,80
03-06-20,37,20,12, ,3,3, ,75
04-06-20,20,18,11, ,2,3, ,54
05-06-20,24,22,9, ,1,4, ,60
06-06-20,41,36,15, ,1,4, ,97
07-06-20,54,30,30, ,1,4, ,119
08-06-20,47,29,16, ,2,3, ,97
09-06-20,39,26,19, ,2,3, ,89
10-06-20,31,25,18, ,3,4, ,81
11-06-20,34,26,17, ,1,3, ,81
12-06-20,38,26,9, ,1,4, ,78
13-06-20,34,24,17, ,1,5, ,81
14-06-20,48,24,13, ,1,3, ,89
15-06-20,36,18,7, ,2,4, ,67
16-06-20,45,17,9, ,1,3, ,75
17-06-20,31,20,14, ,1,3, ,69
18-06-20,43,19,14, ,1,3, ,80
19-06-20,30,21,7, ,2, , ,60
20-06-20,27,21,8, ,2,3, ,61
21-06-20,23,19,10, ,2,3, ,57
22-06-20,36,22,8, ,2,3, ,71
23-06-20,23,19,8, ,2,2, ,54
24-06-20,22,19,14, ,2,3, ,60
25-06-20,31,26,16, ,2,2, ,77
26-06-20,37,28,17, ,2,2, ,86
27-06-20,40,27,12, ,2,2, ,83
28-06-20,32,27,16, ,2,2, ,79
29-06-20,38,29,18, ,2,2, ,89
30-06-20,38,26,12, ,2,2, ,80
01-01-20,36,23,18, ,1,3, ,81
02-01-20,41,26,18, ,1,3, ,89
03-01-20,44,25,17, ,1,3, ,90
04-01-20,44,26,20, ,1,3, ,94
05-01-20,41,24,18, ,1,3, ,87
06-01-20,36,15,15, ,1,3, ,70
07-01-20,28,15,15, ,1,3, ,62
08-01-20,37,22,16, ,1, , ,76
09-01-20,46,24,13, ,1,4, ,88
10-01-20,49,24,17, ,1,4, ,95
11-01-20,50,24,29, ,1,4, ,108
12-01-20,59,25,22, ,1,4, ,111
13-01-20,53,24,19, ,1,3, ,100
14-01-20,45,25,20, ,1,3, ,94
15-01-20,47,28,18, ,1,4, ,98
16-01-20,75,39,16, ,2,4, ,136
17-01-20,87,27,14, ,2,4, ,134
18-01-20,53,20,18, ,2,3, ,96
19-01-20,40,25,15, ,2,3, ,85
20-01-20,55,22,10, ,2,3, ,92
21-01-20,44,25,17, ,2,3, ,91
22-01-20,45,23,18, ,2,4, ,92
23-01-20,44,21,21, ,2, , ,88
24-01-20,38,22,25, ,2,4, ,91
25-01-20,42,21,30, ,2,4, ,99
26-01-20,43,21,23, ,2,3, ,92
27-01-20,44,20,26, ,2,3, ,95
28-01-20,48,20,15, ,2,3, ,88
29-01-20,37,12,20, ,2,3, ,74
30-01-20,32,18,25, ,2,3, ,80
31-01-20,50,24,25, ,2,4, ,105
01-02-20,45,31,25, ,2,4, ,107
02-02-20,60,30,26, ,2, , ,118
03-02-20,56,30,28, ,2,4, ,120
04-02-20,61,27,23, ,2, , ,113
05-02-20,49,24,24, , ,3, ,100
06-02-20,43,25,23, , ,4, ,95
07-02-20,52,28,22, , ,3, ,105
08-02-20,54,24,14, , ,3, ,95
09-02-20,42,13,22, , ,3, ,80
10-02-20,23,16,8, , ,3, ,50
11-02-20,40,16,15, , ,3, ,74
12-02-20,39,26,16, ,2,3, ,86
13-02-20,52,30,17, ,2,3, ,104
14-02-20,55,25,31, , ,4, ,115
15-02-20,50,24,36, , ,5, ,115
16-02-20,58,22,20, , ,4, ,104
17-02-20,42,16,14, , , , ,72
18-02-20,32,24,20, ,2,4, ,82
19-02-20,47,25,21, ,2,4, ,99
20-02-20,43,23,17, ,2,4, ,89
21-02-20,43,26,22, , ,4, ,95
22-02-20,44,27,22, , , , ,93
23-02-20,45,25,17, ,2,3, ,92
24-02-20,45,30,20, ,2,3, ,100
25-02-20,52,28,19, ,2,3, ,104
26-02-20,45,23,17, ,2,3, ,90
27-02-20,40,23,19, , ,4, ,86
28-02-20,52,27,24, , ,3, ,106
29-02-20,49,23,21, , , , ,93
01-03-20,44,18,21, , , , ,83
02-03-20,33,18,16, ,2,3, ,72
03-03-20,47,25,21, ,2,3, ,98
04-03-20,49,24,14, ,2,3, ,92
05-03-20,56,25,26, ,2,4, ,113
06-03-20,56,17,18, ,2,4, ,97
07-03-20,35,19,31, ,2,4, ,91
08-03-20,47,29,40, ,3,5, ,124
09-03-20,69,33,37, ,4,4, ,147
10-03-20,62,35,36, ,3,5, ,141
11-03-20,74,33,25, ,2,5, ,139
12-03-20,64,26,24, ,1,4, ,119
13-03-20,46,24,24, ,1,4, ,99
14-03-20,46,27,21, ,1,4, ,99
15-03-20,48,24,17, ,1,3, ,93
16-03-20,40,29,21, ,1,3, ,94
17-03-20,53,29,18, ,1,3, ,104
18-03-20,53,26,25, ,1, , ,105
19-03-20,51,28,25, ,1,3, ,108
20-03-20,55,25,20, ,1,3, ,104
21-03-20,49,22,17, ,1,4, ,93
22-03-20,45,20,9, ,1,4, ,79
23-03-20,43,19,16, ,1,4, ,83
24-03-20,44,21,15, ,1,4, ,85
25-03-20,55,24,17, ,1,3, ,100
26-03-20,52,21,15, ,1,4, ,93
27-03-20,40,22,17, ,2,4, ,85
28-03-20,53,23,14, ,2,4, ,96
29-03-20,57, , , , , , ,57
01-10-19,69,32,13, ,3,5, ,122
02-10-19,68,31,15, ,4,4, ,122
03-10-19,61,23,13, ,5,3, ,105
04-10-19,41,17,19, ,3,2, ,82
05-10-19,42,22,20, ,3,3, ,90
06-10-19,52,27,8, ,3,4, ,94
07-10-19,54,22,12, ,3,4, ,95
08-10-19,58,29,11, ,5,5, ,108
09-10-19,59,30,34, ,2,5, ,130
10-10-19,80,36,14, ,3,5, ,138
11-10-19,63,23,12, ,3,3, ,104
12-10-19,55,32,14, ,3,5, ,109
13-10-19,65,27,17, ,4,3, ,116
14-10-19,62,32,16, ,3,5, ,118
15-10-19,62,29,22, ,3,3, ,119
16-10-19,50,23,7, ,2,4, ,86
17-10-19,58,31,13, ,3,5, ,110
18-10-19,64,33,21, ,3,5, ,126
19-10-19,73,36,16, ,3,4, ,132
20-10-19,63,22,7, ,3,4, ,99
21-10-19,47,30,4, ,4,6, ,91
22-10-19,48,21,14, ,5,6, ,94
23-10-19,57,36,13, ,4,7, ,117
24-10-19,75,33,19, ,3,5, ,135
25-10-19,60,23,12, ,3,4, ,102
26-10-19,51,22,27, ,3,5, ,108
27-10-19,53,21,13, ,4,3, ,94
28-10-19,37,20,38, ,5,5, ,105
29-10-19,71,33,24, ,7,5, ,140
30-10-19,74,38,18, ,3,8, ,141
31-10-19,91,39,23, ,4,6, ,163
01-11-19,54,32,4, ,4,6, ,100
02-11-19,91,34,29, ,8,3, ,165
03-11-19,61,27,5, ,16,5, ,114
04-11-19,83,45,16, ,7,6, ,157
05-11-19,89,41,22, ,4,4, ,160
06-11-19,86,44,29, ,2,5, ,166
07-11-19,101,35,21, ,2,2, ,161
08-11-19,43,25,29, ,3,3, ,103
09-11-19,78,39,27, ,7,3, ,154
10-11-19,65,33,16, ,8,4, ,126
